graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
14graph_76_76_1000.dimacs;random_2level;bfs;53141;1044.949057400;5956;99682056;0.000059750;17252;5778;0.179631347;0.000355523;0.000005085;0.000030364;0.000005241;0.000004568;0.929541950;0.937901702;0.957554716;-1;-1;-1;-1
14graph_76_76_1000.dimacs;random_2level;dfs;53141;7873.852725800;53006.200000000;228000;0.232483333;17252;5778;0;0;0.000004305;0.000025709;0.000039495;0.000012312;0.657434953;0.235245650;0.239570302;-1;-1;-1;-1
14graph_76_76_1000.dimacs;random_2level;fat;53141;104.280123800;283;614125.458006721;0.000460818;17252;5778;0;0;0.000010679;0.000063773;0.000000523;0.000015446;0.557311944;0.562886958;0.598085826;0.781103418;0.589216805;0.119508037;0.326206885
14graph_76_76_1000.dimacs;random_2level;scaling;53141;31.105623200;823;614125.458006721;0.001340117;17252;5778;0;0;0.000001095;0.000006541;0.000000156;0.000009081;0.239178272;0.069196197;0.080572587;-1;-1;-1;-1
15graph_78_78_1000.dimacs;random_2level;bfs;56417;1245.106396000;6594;110606964;0.000059616;18174;6086;0.187520634;0.000339278;0.000005195;0.000031026;0.000005629;0.000004655;0.932320592;0.940480371;0.959900682;-1;-1;-1;-1
15graph_78_78_1000.dimacs;random_2level;dfs;56417;8934.385336600;56313.800000000;234000;0.240657265;18174;6086;0;0;0.000004365;0.000026069;0.000040388;0.000012495;0.657664917;0.234664991;0.239218298;-1;-1;-1;-1
15graph_78_78_1000.dimacs;random_2level;fat;56417;152.107056000;310;648308.344006315;0.000478168;18174;6086;0;0;0.000013499;0.000080622;0.000000688;0.000018370;0.592872060;0.598208714;0.635586818;0.802974569;0.619943180;0.132599921;0.361946301
15graph_78_78_1000.dimacs;random_2level;scaling;56417;42.528337000;857;648308.344006315;0.001321902;18174;6086;0;0;0.000001365;0.000008154;0.000000192;0.000009926;0.258311345;0.081525610;0.094293989;-1;-1;-1;-1
16graph_80_80_1000.dimacs;random_2level;bfs;58864;1478.494727800;7212;122406240;0.000058919;19120;6402;0.193410042;0.000326299;0.000005361;0.000032022;0.000006039;0.000004792;0.936328459;0.944303043;0.961892705;-1;-1;-1;-1
16graph_80_80_1000.dimacs;random_2level;dfs;58864;9964.883771000;58775.200000000;240000;0.244896667;19120;6402;0;0;0.000004434;0.000026483;0.000040704;0.000012583;0.662227100;0.236335841;0.241495104;-1;-1;-1;-1
16graph_80_80_1000.dimacs;random_2level;fat;58864;169.207221000;373;683451.087421548;0.000545760;19120;6402;0;0;0.000011863;0.000070859;0.000000691;0.000015962;0.602576859;0.608069116;0.642310874;0.806998567;0.628235312;0.137645546;0.375722888
16graph_80_80_1000.dimacs;random_2level;scaling;58864;54.226218200;895;683451.087421548;0.001309530;19120;6402;0;0;0.000001584;0.000009464;0.000000222;0.000009191;0.305457443;0.106450060;0.121246055;-1;-1;-1;-1
17graph_82_82_1000.dimacs;random_2level;bfs;59234;1538.551404600;7442;135125340;0.000055075;20090;6726;0.190517670;0.000309512;0.000005145;0.000030737;0.000005693;0.000004622;0.929547266;0.937296383;0.957657489;-1;-1;-1;-1
17graph_82_82_1000.dimacs;random_2level;dfs;59234;10622.825205400;59147;246000;0.240434959;20090;6726;0;0;0.000004470;0.000026702;0.000039307;0.000012605;0.665048268;0.238577293;0.243280622;-1;-1;-1;-1
17graph_82_82_1000.dimacs;random_2level;fat;59234;212.581707200;354;719555.445382253;0.000491970;20090;6726;0;0;0.000014946;0.000089282;0.000000787;0.000017779;0.681793059;0.688145155;0.726494616;0.832344675;0.716554025;0.150356447;0.410423217
17graph_82_82_1000.dimacs;random_2level;scaling;59234;62.672263600;878;719555.445382253;0.001220198;20090;6726;0;0;0.000001777;0.000010613;0.000000232;0.000010084;0.303105042;0.112596561;0.125428057;-1;-1;-1;-1
18graph_84_84_1000.dimacs;random_2level;bfs;58393;1537.551216000;7190;148810872;0.000048316;21084;7058;0.178547714;0.000290066;0.000005071;0.000030298;0.000005166;0.000004555;0.928695281;0.936264176;0.957992677;-1;-1;-1;-1
18graph_84_84_1000.dimacs;random_2level;dfs;58393;10675.765223600;58285.600000000;252000;0.231292063;21084;7058;0;0;0.000004344;0.000025951;0.000035870;0.000012501;0.653188251;0.233920240;0.238141355;-1;-1;-1;-1
18graph_84_84_1000.dimacs;random_2level;fat;58393;133.611487400;306;756623.131529775;0.000404429;21084;7058;0;0;0.000010355;0.000061864;0.000000449;0.000015149;0.549479847;0.554785216;0.591554572;0.772904987;0.570816595;0.114199907;0.311730846
18graph_84_84_1000.dimacs;random_2level;scaling;58393;35.880601800;911;756623.131529775;0.001204034;21084;7058;0;0;0.000000934;0.000005580;0.000000121;0.000009364;0.207572415;0.054273263;0.064998409;-1;-1;-1;-1
19graph_86_86_1000.dimacs;random_2level;bfs;62210;1833.324436400;8050;163510596;0.000049232;22102;7398;0.188715953;0.000280098;0.000005152;0.000030784;0.000005606;0.000004609;0.935276682;0.942698275;0.961320431;-1;-1;-1;-1
19graph_86_86_1000.dimacs;random_2level;dfs;62210;12054.700208000;62124.800000000;258000;0.240793798;22102;7398;0;0;0.000004390;0.000026229;0.000036862;0.000012484;0.661995013;0.236208905;0.240844630;-1;-1;-1;-1
19graph_86_86_1000.dimacs;random_2level;fat;62210;158.507185400;346;794655.818117933;0.000435409;22102;7398;0;0;0.000010364;0.000061924;0.000000485;0.000013713;0.611528346;0.617213257;0.653385146;0.808240627;0.629029561;0.130295796;0.355670945
19graph_86_86_1000.dimacs;random_2level;scaling;62210;48.360906600;916;794655.818117933;0.001152700;22102;7398;0;0;0.000001194;0.000007136;0.000000148;0.000009358;0.242996898;0.075176662;0.086968902;-1;-1;-1;-1
20graph_88_88_1000.dimacs;random_2level;bfs;59341;1800.080397800;7567;179273424;0.000042209;23144;7746;0.171750778;0.000262095;0.000005139;0.000030711;0.000005020;0.000004597;0.935195872;0.942450815;0.961401273;-1;-1;-1;-1
20graph_88_88_1000.dimacs;random_2level;dfs;59341;11795.839651800;59225.600000000;264000;0.224339394;23144;7746;0;0;0.000004303;0.000025712;0.000032899;0.000012354;0.654909018;0.235176046;0.238701817;-1;-1;-1;-1
20graph_88_88_1000.dimacs;random_2level;fat;59341;188.769041200;283;833655.137965303;0.000339469;23144;7746;0;0;0.000014410;0.000086113;0.000000526;0.000017487;0.667354130;0.672562412;0.712364835;0.822806072;0.711562972;0.144442263;0.394290252
20graph_88_88_1000.dimacs;random_2level;scaling;59341;47.595707200;885;833655.137965303;0.001061590;23144;7746;0;0;0.000001162;0.000006943;0.000000133;0.000009520;0.220533434;0.079403821;0.085136756;-1;-1;-1;-1
