graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
26graph_100_100_1000.dimacs;random_2level;bfs;73099;3878.562823000;11110;299059800;0.000037150;29900;10002;0.193428094;0.000210401;0.000011676;0.000034904;0.000002329;0.000004531;0.000005165;0.946710658;0.946622074;0.971856187;-1;-1;-1;-1
26graph_100_100_1000.dimacs;random_2level;dfs;73099;20408.313461000;73048;300000;0.243493333;29900;10002;0;0;0.000009344;0.000027933;0.000012257;0.000000010;0.000013220;0.663594588;0.237888636;0.242403291;-1;-1;-1;-1
26graph_100_100_1000.dimacs;random_2level;fat;73099;481.830843000;444;1088037.257914446;0.000408074;29900;10002;0;0;0.000036294;0.000108499;0.000000289;0.000000051;0.000016057;0.946610678;0.946622074;0.971856187;0.000099980;0.000099980;0.444909232;1.214541959
26graph_100_100_1000.dimacs;random_2level;scaling;73099;184.303595000;1037;300000;0.003456667;29900;10002;0;0;0.000005944;0.000017769;0.000000111;0.000000019;0.000025459;0.227013999;0.067291970;0.078769960;-1;-1;-1;-1
27graph_102_102_1000.dimacs;random_2level;bfs;75566;4053.643306000;11650;323730660;0.000035987;31110;10406;0.195580199;0.000200615;0.000011185;0.000033438;0.000003863;0.000004346;0.000004955;0.944743417;0.944776599;0.970716811;-1;-1;-1;-1
27graph_102_102_1000.dimacs;random_2level;dfs;75566;21401.753494000;75540;306000;0.246862745;31110;10406;0;0;0.000009107;0.000027226;0.000020394;0.000000009;0.000013076;0.655886162;0.233928932;0.238531826;-1;-1;-1;-1
27graph_102_102_1000.dimacs;random_2level;fat;75566;456.730939000;414;1133845.769764012;0.000365129;31110;10406;0;0;0.000035462;0.000106017;0.000000435;0.000000048;0.000015709;0.944647319;0.944776599;0.970716811;0.000096098;0.000096098;0.448794134;1.225155019
27graph_102_102_1000.dimacs;random_2level;scaling;75566;217.299061000;1121;306000;0.003663399;31110;10406;0;0;0.000006231;0.000018628;0.000000207;0.000000021;0.000029164;0.217812478;0.057624997;0.070395730;-1;-1;-1;-1
28graph_104_104_1000.dimacs;random_2level;bfs;74066;4155.528564000;11276;349897392;0.000032227;32344;10818;0.184083601;0.000190373;0.000011394;0.000034066;0.000003563;0.000004431;0.000005051;0.943427621;0.943204304;0.970118105;-1;-1;-1;-1
28graph_104_104_1000.dimacs;random_2level;dfs;74066;21571.154751000;73972;312000;0.237089744;32344;10818;0;0;0.000009016;0.000026956;0.000018497;0.000000009;0.000012940;0.655416368;0.234976557;0.238764707;-1;-1;-1;-1
28graph_104_104_1000.dimacs;random_2level;fat;74066;464.357432000;399;1180632.752539982;0.000337954;32344;10818;0;0;0.000035982;0.000107580;0.000000398;0.000000047;0.000015951;0.943335182;0.943204304;0.970118105;0.000092439;0.000092439;0.460419228;1.256897840
28graph_104_104_1000.dimacs;random_2level;scaling;74066;203.930609000;1093;312000;0.003503205;32344;10818;0;0;0.000005769;0.000017247;0.000000175;0.000000018;0.000026711;0.209701411;0.063333857;0.072913374;-1;-1;-1;-1
29graph_106_106_1000.dimacs;random_2level;bfs;77392;4734.935124000;12371;377619276;0.000032761;33602;11238;0.192503422;0.000186648;0.000011391;0.000034058;0.000002806;0.000004426;0.000005045;0.944563090;0.944824713;0.970894590;-1;-1;-1;-1
29graph_106_106_1000.dimacs;random_2level;dfs;77392;23899.823429000;77300;318000;0.243081761;33602;11238;0;0;0.000009201;0.000027512;0.000014165;0.000000008;0.000013053;0.661575397;0.237425609;0.241821231;-1;-1;-1;-1
29graph_106_106_1000.dimacs;random_2level;fat;77392;542.421537000;444;1228399.553193361;0.000361446;33602;11238;0;0;0.000036357;0.000108709;0.000000321;0.000000046;0.000016104;0.944474106;0.944824713;0.970894590;0.000088984;0.000088984;0.464268268;1.267412778
29graph_106_106_1000.dimacs;random_2level;scaling;77392;253.385308000;1119;318000;0.003518868;33602;11238;0;0;0.000006739;0.000020149;0.000000150;0.000000014;0.000021320;0.265981738;0.102657620;0.113564549;-1;-1;-1;-1
30graph_108_108_1000.dimacs;random_2level;bfs;78898;5090.366703000;12871;406956744;0.000031627;34884;11666;0.193097122;0.000179010;0.000011337;0.000033901;-0.000004026;0.000004413;0.000005030;0.942825304;0.942839124;0.969312579;-1;-1;-1;-1
30graph_108_108_1000.dimacs;random_2level;dfs;78898;25180.703100000;78815;324000;0.243256173;34884;11666;0;0;0.000009159;0.000027387;-0.000019917;0.000000008;0.000013116;0.656534269;0.235321042;0.239356061;-1;-1;-1;-1
30graph_108_108_1000.dimacs;random_2level;fat;78898;607.760914000;422;1277147.492973559;0.000330424;34884;11666;0;0;0.000041285;0.000123452;-0.000000481;0.000000050;0.000018317;0.942739585;0.942839124;0.969312579;0.000085719;0.000085719;0.479333333;1.308546516
30graph_108_108_1000.dimacs;random_2level;scaling;78898;267.457253000;1140;324000;0.003518519;34884;11666;0;0;0.000006725;0.000020111;-0.000000212;0.000000014;0.000021928;0.261421480;0.098340314;0.109637782;-1;-1;-1;-1
