graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
27graph_102_25_1000.dimacs;square_mesh;fat;306000;1326.195621000;479;9383257.113751974;0.000051048;257454;10406;0;0;0.000010754;0.000266065;-0.000001008;0.000000018;0.000005271;1;1;1;0.000096098;0.000096098;0.107990396;0.832730614
27graph_102_25_1000.dimacs;square_mesh;scaling;306000;493.150714000;1006;306000;0.003287582;257454;10406;0;0;0.000001904;0.000047108;-0.000000375;0.000000002;0.000019723;0.229351357;0.071261386;0.043634284;-1;-1;-1;-1
28graph_104_25_1000.dimacs;square_mesh;bfs;312000;35311.566258000;44509;2.89606514e+09;0.000015369;267708;10818;0.089700345;0.000184877;0.000002964;0.000073337;0.000158796;0.000001424;0.000001452;1.000092439;1;1;-1;-1;-1;-1
28graph_104_25_1000.dimacs;square_mesh;dfs;312000;158610.535321000;278091;312000;0.891317308;267708;10818;0;0;0.000002131;0.000052723;0.000713271;0.000000001;0.000007310;0.786352712;0.129136718;0.129844585;-1;-1;-1;-1
28graph_104_25_1000.dimacs;square_mesh;fat;312000;1424.733434000;486;9771977.272970986;0.000049734;267708;10818;0;0;0.000010951;0.000270988;0.000006407;0.000000018;0.000005367;1;1;1;0.000092439;0.000092439;0.108556972;0.837230332
28graph_104_25_1000.dimacs;square_mesh;scaling;312000;545.224767000;1045;312000;0.003349359;267708;10818;0;0;0.000001949;0.000048229;0.000002452;0.000000002;0.000019164;0.231182921;0.075616942;0.046178508;-1;-1;-1;-1
29graph_106_25_1000.dimacs;square_mesh;bfs;318000;38898.175875000;46356;3.12598456e+09;0.000014829;278162;11238;0.090123741;0.000177968;0.000003017;0.000074668;-0.000020302;0.000001450;0.000001478;1.000088984;1;1;-1;-1;-1;-1
29graph_106_25_1000.dimacs;square_mesh;dfs;318000;172466.785678000;286105;318000;0.899701258;278162;11238;0;0;0.000002167;0.000053640;-0.000090016;0.000000001;0.000007372;0.784604766;0.130413664;0.131137703;-1;-1;-1;-1
29graph_106_25_1000.dimacs;square_mesh;fat;318000;1481.334617000;489;10168861.273595965;0.000048088;278162;11238;0;0;0.000010890;0.000269560;-0.000000773;0.000000017;0.000005337;1;1;1;0.000088984;0.000088984;0.109246824;0.842676787
29graph_106_25_1000.dimacs;square_mesh;scaling;318000;585.753698000;1049;318000;0.003298742;278162;11238;0;0;0.000002007;0.000049688;-0.000000306;0.000000002;0.000021068;0.224760537;0.070274817;0.043102560;-1;-1;-1;-1
30graph_108_25_1000.dimacs;square_mesh;bfs;324000;42017.197800000;48240;3.36932746e+09;0.000014317;288816;11666;0.090341255;0.000171438;0.000003016;0.000074662;-0.000129971;0.000001449;0.000001478;1.000085719;1;1;-1;-1;-1;-1
30graph_108_25_1000.dimacs;square_mesh;dfs;324000;185688.529526000;293315;324000;0.905293210;288816;11666;0;0;0.000002192;0.000054266;-0.000574387;0.000000001;0.000007388;0.783277376;0.131786147;0.132521754;-1;-1;-1;-1
30graph_108_25_1000.dimacs;square_mesh;fat;324000;1578.714213000;503;10573920.144784182;0.000047570;288816;11666;0;0;0.000010867;0.000269038;-0.000004883;0.000000016;0.000005326;1;1;1;0.000085719;0.000085719;0.108772232;0.839136389
30graph_108_25_1000.dimacs;square_mesh;scaling;324000;616.714185000;1091;324000;0.003367284;288816;11666;0;0;0.000001957;0.000048455;-0.000001908;0.000000002;0.000021676;0.217875616;0.066604574;0.040747441;-1;-1;-1;-1
