graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
22graph_92_25_1000.dimacs;square_mesh;fat;276000;947.659722000;431;7561712.399538876;0.000056998;209184;8466;0;0;0.000010511;0.000259715;0.000009284;0.000000022;0.000005151;1;1;1;0.000118120;0.000118120;0.108704818;0.837488576
22graph_92_25_1000.dimacs;square_mesh;scaling;276000;335.550407000;898;276000;0.003253623;209184;8466;0;0;0.000001786;0.000044137;0.000003287;0.000000003;0.000019972;0.232757047;0.065866054;0.040011037;-1;-1;-1;-1
23graph_94_25_1000.dimacs;square_mesh;bfs;282000;22578.557275000;35922;1.93055504e+09;0.000018607;218438;8838;0.087979198;0.000226296;0.000002877;0.000071118;-0.000030685;0.000001383;0.000001410;1.000113148;1;1;-1;-1;-1;-1
23graph_94_25_1000.dimacs;square_mesh;dfs;282000;105016.701951000;237314;282000;0.841539007;218438;8838;0;0;0.000002026;0.000050070;-0.000142722;0.000000001;0.000007281;0.794452262;0.122438372;0.123045359;-1;-1;-1;-1
23graph_94_25_1000.dimacs;square_mesh;fat;282000;1095.482542000;436;7909786.611776609;0.000055122;218438;8838;0;0;0.000011502;0.000284292;-0.000001489;0.000000023;0.000005637;1;1;1;0.000113148;0.000113148;0.109643607;0.844887237
23graph_94_25_1000.dimacs;square_mesh;scaling;282000;402.292627000;938;282000;0.003326241;218438;8838;0;0;0.000001963;0.000048527;-0.000000547;0.000000003;0.000020622;0.239283772;0.069949823;0.042764017;-1;-1;-1;-1
24graph_96_25_1000.dimacs;square_mesh;bfs;288000;25006.272951000;37617;2.10070846e+09;0.000017907;227892;9218;0.088421270;0.000216967;0.000002917;0.000072115;-0.000019843;0.000001402;0.000001430;1.000108483;1;1;-1;-1;-1;-1
24graph_96_25_1000.dimacs;square_mesh;dfs;288000;113295.153528000;245102;288000;0.851048611;227892;9218;0;0;0.000002028;0.000050145;-0.000089901;0.000000001;0.000007214;0.792772882;0.123905403;0.124558087;-1;-1;-1;-1
24graph_96_25_1000.dimacs;square_mesh;fat;288000;1060.709058000;441;8265966.121257808;0.000053351;227892;9218;0;0;0.000010554;0.000260928;-0.000000842;0.000000020;0.000005173;1;1;1;0.000108483;0.000108483;0.109367356;0.842916366
24graph_96_25_1000.dimacs;square_mesh;scaling;288000;397.565441000;954;288000;0.003312500;227892;9218;0;0;0.000001829;0.000045209;-0.000000315;0.000000002;0.000018101;0.239248317;0.074942484;0.045675059;-1;-1;-1;-1
