graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
20graph_5635_25_1000.dimacs;matching;bfs;5635000;5093.115836000;5635;1.71497844e+09;0.000003286;152145;11272;0.056071511;0.000179043;0.000005941;0.000080184;0.000003572;0.000002765;0.000002864;1.000088715;1;1;-1;-1;-1;-1
20graph_5635_25_1000.dimacs;matching;dfs;5635000;225.568341000;5635;5635000;0.001000000;152145;11272;0;0;0.000000263;0.000003551;0.000000158;0.000000015;0.000006660;0.263261465;0.019900593;0.010000625;-1;-1;-1;-1
20graph_5635_25_1000.dimacs;matching;fat;5635000;5032.071225000;5635;6824002.726047507;0.000825762;152145;11272;0;0;0.000005869;0.000079223;0.000003529;0.000000011;0.000002830;1;1;1;0.000088715;0.000088715;0.074080647;0.384210022
20graph_5635_25_1000.dimacs;matching;scaling;5635000;2353.650253000;5635;5635000;0.001000000;152145;11272;0;0;0.000002745;0.000037055;0.000001651;0.000000063;0.000026932;0.554393829;0.057616783;0.030430228;-1;-1;-1;-1
21graph_5800_25_1000.dimacs;matching;bfs;5800000;5459.948634000;5800;1.8168732e+09;0.000003192;156600;11602;0.056098340;0.000174032;0.000006011;0.000081139;0.000002877;0.000002798;0.000002898;1.000086192;1;1;-1;-1;-1;-1
21graph_5800_25_1000.dimacs;matching;dfs;5800000;241.599947000;5800;5800000;0.001000000;156600;11602;0;0;0.000000266;0.000003590;0.000000127;0.000000014;0.000006766;0.262396822;0.019781120;0.009936118;-1;-1;-1;-1
21graph_5800_25_1000.dimacs;matching;fat;5800000;5220.225913000;5800;7036859.044267565;0.000824231;156600;11602;0;0;0.000005747;0.000077576;0.000002750;0.000000010;0.000002771;1;1;1;0.000086192;0.000086192;0.074080460;0.384210246
21graph_5800_25_1000.dimacs;matching;scaling;5800000;2485.184845000;5800;5800000;0.001000000;156600;11602;0;0;0.000002736;0.000036932;0.000001309;0.000000061;0.000026957;0.552100975;0.057373616;0.030298720;-1;-1;-1;-1
22graph_5965_25_1000.dimacs;matching;bfs;5965000;5952.525376000;5965;1.92170826e+09;0.000003104;161055;11932;0.056086430;0.000169184;0.000006196;0.000083633;0.000076254;0.000002884;0.000002987;1.000083808;1;1;-1;-1;-1;-1
22graph_5965_25_1000.dimacs;matching;dfs;5965000;256.610282000;5965;5965000;0.001000000;161055;11932;0;0;0.000000267;0.000003605;0.000003287;0.000000014;0.000006779;0.262683721;0.019842921;0.009969788;-1;-1;-1;-1
22graph_5965_25_1000.dimacs;matching;fat;5965000;5799.907798000;5965;7250081.097710582;0.000822749;161055;11932;0;0;0.000006037;0.000081489;0.000074299;0.000000011;0.000002911;1;1;1;0.000083808;0.000083808;0.074080283;0.384210458
22graph_5965_25_1000.dimacs;matching;scaling;5965000;2503.790866000;5965;5965000;0.001000000;161055;11932;0;0;0.000002606;0.000035178;0.000032074;0.000000057;0.000025889;0.551337377;0.056656893;0.029910690;-1;-1;-1;-1
23graph_6130_25_1000.dimacs;matching;bfs;6130000;6267.753276000;6130;2.02948362e+09;0.000003020;165510;12262;0.056054015;0.000164538;0.000006178;0.000083385;-0.000013039;0.000002876;0.000002979;1.000081553;1;1;-1;-1;-1;-1
23graph_6130_25_1000.dimacs;matching;dfs;6130000;289.506622000;6130;6130000;0.001000000;165510;12262;0;0;0.000000285;0.000003852;-0.000000602;0.000000015;0.000007274;0.262267930;0.019710020;0.009897985;-1;-1;-1;-1
23graph_6130_25_1000.dimacs;matching;fat;6130000;6162.418374000;6130;7463658.767025381;0.000821313;165510;12262;0;0;0.000006074;0.000081984;-0.000012820;0.000000010;0.000002928;1;1;1;0.000081553;0.000081553;0.074080116;0.384210659
23graph_6130_25_1000.dimacs;matching;scaling;6130000;2753.875974000;6130;6130000;0.001000000;165510;12262;0;0;0.000002714;0.000036637;-0.000005729;0.000000058;0.000026887;0.551640514;0.056898541;0.030041767;-1;-1;-1;-1
24graph_6295_25_1000.dimacs;matching;bfs;6295000;6566.371847000;6295;2.14019928e+09;0.000002941;169965;12592;0.056043891;0.000160198;0.000006137;0.000082839;-0.000012628;0.000002857;0.000002959;1.000079416;1;1;-1;-1;-1;-1
24graph_6295_25_1000.dimacs;matching;dfs;6295000;281.451185000;6295;6295000;0.001000000;169965;12592;0;0;0.000000263;0.000003551;-0.000000541;0.000000013;0.000006723;0.261675429;0.019661885;0.009872086;-1;-1;-1;-1
24graph_6295_25_1000.dimacs;matching;fat;6295000;6209.841611000;6295;7677582.477824969;0.000819920;169965;12592;0;0;0.000005804;0.000078341;-0.000011942;0.000000010;0.000002798;1;1;1;0.000079416;0.000079416;0.074079958;0.384210849
24graph_6295_25_1000.dimacs;matching;scaling;6295000;2846.122390000;6295;6295000;0.001000000;169965;12592;0;0;0.000002660;0.000035906;-0.000005473;0.000000055;0.000026425;0.551027280;0.056677275;0.029922089;-1;-1;-1;-1
25graph_6460_25_1000.dimacs;matching;bfs;6460000;6855.834589000;6460;2.25385524e+09;0.000002866;174420;12922;0.056080151;0.000156207;0.000006085;0.000082129;-0.000008773;0.000002832;0.000002934;1.000077387;1;1;-1;-1;-1;-1
25graph_6460_25_1000.dimacs;matching;dfs;6460000;298.858436000;6460;6460000;0.001000000;174420;12922;0;0;0.000000265;0.000003580;-0.000000382;0.000000013;0.000006762;0.261556131;0.019754777;0.009922569;-1;-1;-1;-1
25graph_6460_25_1000.dimacs;matching;fat;6460000;6790.266882000;6460;7891843.157813459;0.000818567;174420;12922;0;0;0.000006026;0.000081344;-0.000008689;0.000000010;0.000002906;1;1;1;0.000077387;0.000077387;0.074079807;0.384211029
25graph_6460_25_1000.dimacs;matching;scaling;6460000;2982.394049000;6460;6460000;0.001000000;174420;12922;0;0;0.000002647;0.000035728;-0.000003816;0.000000054;0.000026448;0.549716757;0.056222532;0.029675936;-1;-1;-1;-1
26graph_6625_25_1000.dimacs;matching;bfs;6625000;7166.449266000;6625;2.3704515e+09;0.000002795;178875;13252;0.056081062;0.000152320;0.000006047;0.000081628;-0.000003571;0.000002815;0.000002916;1.000075460;1;1;-1;-1;-1;-1
26graph_6625_25_1000.dimacs;matching;dfs;6625000;314.277615000;6625;6625000;0.001000000;178875;13252;0;0;0.000000265;0.000003580;-0.000000157;0.000000013;0.000006768;0.261455570;0.019726554;0.009907439;-1;-1;-1;-1
26graph_6625_25_1000.dimacs;matching;fat;6625000;7143.368723000;6625;8106432.198295708;0.000817252;178875;13252;0;0;0.000006028;0.000081365;-0.000003560;0.000000010;0.000002906;1;1;1;0.000075460;0.000075460;0.074079665;0.384211201
26graph_6625_25_1000.dimacs;matching;scaling;6625000;3120.988963000;6625;6625000;0.001000000;178875;13252;0;0;0.000002634;0.000035549;-0.000001555;0.000000052;0.000026224;0.550717972;0.056476472;0.029813645;-1;-1;-1;-1
27graph_6790_25_1000.dimacs;matching;bfs;6790000;7435.584610000;6790;2.48998806e+09;0.000002727;183330;13582;0.056049201;0.000148536;0.000005973;0.000080627;-0.000011570;0.000002781;0.000002880;1.000073627;1;1;-1;-1;-1;-1
27graph_6790_25_1000.dimacs;matching;dfs;6790000;329.545013000;6790;6790000;0.001000000;183330;13582;0;0;0.000000265;0.000003573;-0.000000513;0.000000012;0.000006778;0.260728941;0.019658726;0.009870849;-1;-1;-1;-1
27graph_6790_25_1000.dimacs;matching;fat;6790000;7503.950478000;6790;8321341.419523575;0.000815974;183330;13582;0;0;0.000006028;0.000081369;-0.000011676;0.000000009;0.000002906;1;1;1;0.000073627;0.000073627;0.074079529;0.384211364
27graph_6790_25_1000.dimacs;matching;scaling;6790000;3296.583593000;6790;6790000;0.001000000;183330;13582;0;0;0.000002648;0.000035746;-0.000005129;0.000000051;0.000026565;0.547501751;0.056014789;0.029563716;-1;-1;-1;-1
28graph_6955_25_1000.dimacs;matching;bfs;6955000;8137.519240000;6955;2.61246492e+09;0.000002662;187785;13912;0.056088079;0.000145112;0.000006231;0.000084102;-0.000004715;0.000002900;0.000003004;1.000071880;1;1;-1;-1;-1;-1
