graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
23graph_94_94_25_1000.dimacs;basic_line;dfs;1153669;67908.612001200;704684.400000000;2350000;0.299865702;191818;8838;0;0;0.000000251;0.000010904;-0.000075088;0.000008207;0.481814200;0.020266182;0.019506560;-1;-1;-1;-1
23graph_94_94_25_1000.dimacs;basic_line;fat;1153669;1747.523329000;2853;8119360.281753242;0.000351382;191818;8838;0;0;0.000001597;0.000069305;-0.000001932;0.000003553;0.433863403;0.429423875;0.439355034;0.859441993;0.435857865;0.035745982;0.252096287
23graph_94_94_25_1000.dimacs;basic_line;scaling;1153669;324.105916600;9688;8119360.281753242;0.001193197;191818;8838;0;0;0.000000087;0.000003785;-0.000000358;0.000009324;0.136440819;0.005677064;0.006209285;-1;-1;-1;-1
24graph_96_96_25_1000.dimacs;basic_line;bfs;1142954;8556.466838000;9722;1.84937969e+09;0.000005257;200627;9218;0.024306300;0.000216967;0.000002193;0.000095478;-0.000014351;0.000002164;0.985259960;0.994604791;0.990976656;-1;-1;-1;-1
24graph_96_96_25_1000.dimacs;basic_line;dfs;1142954;76529.500345600;727297.800000000;2400000;0.303040750;200627;9218;0;0;0.000000262;0.000011415;-0.000128360;0.000008343;0.486735873;0.021029421;0.020251112;-1;-1;-1;-1
24graph_96_96_25_1000.dimacs;basic_line;fat;1142954;3437.857419600;2505;8504419.222194035;0.000294553;200627;9218;0;0;0.000003420;0.000148882;-0.000005766;0.000004075;0.804637330;0.801591532;0.820866853;0.977228879;0.829210531;0.057600642;0.406994443
24graph_96_96_25_1000.dimacs;basic_line;scaling;1142954;397.752413800;9676;8504419.222194035;0.001137761;200627;9218;0;0;0.000000102;0.000004459;-0.000000667;0.000008503;0.142179304;0.010176009;0.008781957;-1;-1;-1;-1
25graph_98_98_25_1000.dimacs;basic_line;bfs;1189327;9255.389019600;10315;2.01232252e+09;0.000005126;209486;9606;0.024722416;0.000208203;0.000002142;0.000093408;-0.000034238;0.000002113;0.985320130;0.994605971;0.991026299;-1;-1;-1;-1
25graph_98_98_25_1000.dimacs;basic_line;dfs;1189327;77646.222228000;755441.600000000;2450000;0.308343510;209486;9606;0;0;0.000000245;0.000010700;-0.000287236;0.000007957;0.479819318;0.020589589;0.019831457;-1;-1;-1;-1
25graph_98_98_25_1000.dimacs;basic_line;fat;1189327;3696.843722000;3306;8892408.501664376;0.000371778;209486;9606;0;0;0.000002669;0.000116409;-0.000013676;0.000005232;0.494053487;0.492108686;0.498802944;0.866723623;0.496253287;0.032460010;0.229662737
25graph_98_98_25_1000.dimacs;basic_line;scaling;1189327;411.644155400;9959;8892408.501664376;0.001119944;209486;9606;0;0;0.000000099;0.000004303;-0.000001523;0.000008331;0.137630797;0.010314123;0.008687005;-1;-1;-1;-1
26graph_100_100_25_1000.dimacs;basic_line;bfs;1213786;9768.760590400;10683;2.18902772e+09;0.000004880;218859;10002;0.024515784;0.000199960;0.000002089;0.000091424;0.000117571;0.000002062;0.984899510;0.993910282;0.990815387;-1;-1;-1;-1
26graph_100_100_25_1000.dimacs;basic_line;dfs;1213786;84823.458842200;796170.600000000;2500000;0.318468240;218859;10002;0;0;0.000000243;0.000010652;0.001020885;0.000007978;0.477382689;0.020324876;0.019598644;-1;-1;-1;-1
26graph_100_100_25_1000.dimacs;basic_line;fat;1213786;4008.407561600;3491;9303038.052865345;0.000375254;218859;10002;0;0;0.000002623;0.000114798;0.000048243;0.000005695;0.445913453;0.441109259;0.450435583;0.859594452;0.447954752;0.034064875;0.241567628
26graph_100_100_25_1000.dimacs;basic_line;scaling;1213786;471.279641000;10258;9303038.052865345;0.001102651;218859;10002;0;0;0.000000105;0.000004593;0.000005672;0.000008614;0.139256834;0.010756280;0.009002512;-1;-1;-1;-1
27graph_102_102_25_1000.dimacs;basic_line;bfs;1240092;11727.586705800;11110;2.37681365e+09;0.000004674;228408;10406;0.024408077;0.000192197;0.000002311;0.000101440;0.000025569;0.000002281;0.984869613;0.993946265;0.990643610;-1;-1;-1;-1
27graph_102_102_25_1000.dimacs;basic_line;dfs;1240092;79247.111030400;801641;2550000;0.314369020;228408;10406;0;0;0.000000216;0.000009500;0.000172780;0.000007967;0.448776825;0.017610136;0.016937651;-1;-1;-1;-1
